,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
41,0.75,0.422222,0,0.313,0.61,0.151,0.28,0.55,0,0,0.0526316,0.3,0,0.142857,0.333333,0.821429,0.377778,0.313,0.323,0.51,0,0.4,0.64,0,0,0,0.1,0,0,0.222222
42,0.845238,0.355556,0.377,0.287,0.62,0.105,0.5,0.72,0,0.0909091,0,0.2,0.0833333,0.142857,0.333333,0.845238,0.244444,0,0.698,0.16,0,0,0,0,0,0,0,0.0833333,0,0
43,0.952381,0.4,0.556,0.407,0.54,0,0,0.66,0,0.0454545,0.0526316,0,0,0,0,1,0.266667,0,0.495,0.34,0,0,0.5,0,0.0454545,0,0,0.0833333,0,0
44,0.75,0.311111,0.513,0.492,0.41,0.305,0.55,0.75,0,0,0.0526316,0.1,0,0.142857,0,0.72619,0.177778,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.916667,0.355556,0.566,0.451,0.56,0.128,0.5,0.75,0,0,0,0,0,0,0,0.928571,0.333333,0.167,0.357,0.31,0,0,1,0,0,0,0,0,0.142857,0
46,0.928571,0.444444,0.314,0.325,0.51,0.382,0.5,0.73,0,0.181818,0.157895,0.3,0.416667,0,0,0.916667,0.333333,0.503,0.224,0.57,0.039,0.16,0.84,0,0.136364,0.0526316,0.1,0,0,0
47,0.845238,0.4,0.309,0.298,0.58,0.118,0.38,0.65,0,0.363636,0,0.6,0.166667,0.285714,1,0.845238,0.266667,0.433,0.313,0.57,0,0.29,0.63,0,0.136364,0,0.3,0.0833333,0,0
48,0.857143,0.333333,0.222,0.356,0.48,0,0,0,0,0,0,0,0,0,0,0.952381,0.355556,0.573,0,0.69,0,0,0.83,0,0.0909091,0,0,0,0,0
49,0.845238,0.266667,0,0.785,0.47,0.448,0.5,0.8,0,0,0,0,0.0833333,0,0,0.845238,0.444444,0.284,0.539,0.54,0.239,0.45,0.54,0,0.272727,0.368421,0.1,0.416667,0.142857,0.444444
50,0.75,0.2,0.218,0.275,0.54,0.344,0.47,0,0,0.0454545,0.157895,0,0.0833333,0.142857,0,0.77381,0.133333,0.832,0.402,0.48,0.139,0.3,1,0,0.136364,0,0,0,0,0
51,0.833333,0.333333,0,0,0.51,0,0.33,0,0,0,0,0.1,0,0,0,0.880952,0.311111,0.294,0.244,0.54,0.138,0.44,0.65,0,0.0909091,0,0.1,0,0.285714,0.111111
52,0.821429,0.4,0.379,0.422,0.5,0.282,0.34,0.47,0,0,0.105263,0.1,0.0833333,0,0.111111,0.845238,0.222222,0.292,0.268,0.46,0.306,0.54,0,0,0,0.157895,0,0,0.142857,0.111111
53,0.809524,0.177778,0.653,0.753,0.52,0,1,0.64,0,0,0,0,0,0,0.111111,0.738095,0.311111,0.649,0.495,0.68,0.259,0.33,0.4,0,0,0,0.3,0,0.142857,0
54,0.928571,0.266667,0.527,0.229,0.7,0,0,0.85,0,0,0,0.1,0,0,0,0.833333,0.377778,0.263,0.511,0.58,0.114,0.15,0.62,0,0,0,0.1,0,0,0.444444
55,0.821429,0.311111,0.413,0.775,0.59,0,0,1,0,0,0,0,0.166667,0,0,0.869048,0.222222,0.805,0.556,0.57,0,0,1,0,0.0454545,0,0,0,0.142857,0
56,0.857143,0.266667,0.793,0.713,0.63,0,0.66,1,0,0,0,0.1,0,0,0,0.892857,0.444444,0.486,0,0.61,0.171,0.21,0.63,0,0,0.105263,0.5,0.0833333,0,0.666667
57,0.892857,0.2,0,0.358,0.31,0.374,0.42,0.66,0,0,0.0526316,0,0,0,0,0.964286,0.266667,0.416,0.258,0.55,0.127,0.43,0.48,0,0,0.0526316,0.1,0,0.142857,0.111111
58,0.97619,0.311111,0,0,0.46,0.074,0.66,0,0,0.0454545,0,0,0.0833333,0,0.222222,0.892857,0.288889,0,0.213,0.7,0,0,0,0,0,0,0.1,0,0,0
59,0.738095,0.4,0.335,0.388,0.48,0.188,0.5,0.57,0,0,0.210526,0.2,0,0.142857,0.222222,0.77381,0.377778,0.618,0.273,0.65,0,0.62,0.81,0,0.0909091,0,0.7,0.0833333,0,0.222222
60,0.833333,0.466667,0.459,0.365,0.61,0.106,0.5,0.6,0,0.181818,0.105263,0.9,0.0833333,0.857143,0.222222,0.833333,0.355556,0.515,0.813,0.53,0.088,0.25,0,0,0,0.0526316,0,0,0,0.111111
61,0.904762,0.333333,0.306,0.446,0.51,0.108,0.23,0.61,0,0.181818,0.105263,0,0.166667,0.142857,0,0.904762,0.377778,0.413,0.331,0.6,0.026,0.33,0.57,0,0.0909091,0.157895,0.4,0.333333,0,0.111111
62,0.785714,0.244444,0.429,0.122,0.84,0.271,0.57,1,0,0,0.0526316,0.1,0,0,0,0.75,0.244444,0.324,0.407,0.64,0.046,0.08,0,0,0,0.0526316,0,0,0,0.111111
63,0.845238,0.311111,0.319,0.347,0.6,0,0.4,0.75,0,0,0,0.1,0.0833333,0,0,0.892857,0.244444,0,0.274,0.52,0.125,0.31,0.47,0,0.0454545,0.0526316,0.1,0,0,0
64,0.892857,0.377778,0.306,0.415,0.52,0.151,0.4,0.76,0,0.136364,0,0.1,0.0833333,0,0.111111,0.916667,0.377778,0.273,0.325,0.52,0.256,0.41,0.46,0,0.0454545,0.210526,0,0.0833333,0.142857,0
65,0.892857,0.311111,0.321,0.282,0.44,0.303,0.39,0.8,0,0,0,0.4,0.166667,0.285714,0,0.940476,0.288889,0.326,0.254,0.52,0,0.33,0.6,0,0.0454545,0.0526316,0.1,0,0,0
67,0.904762,0.422222,0.422,0.411,0.56,0.189,0.54,0.63,0,0.0454545,0,0.1,0.0833333,0,0.333333,0.857143,0.311111,0.442,0.302,0.61,0,0,0.31,0,0.0454545,0.0526316,0.3,0,0,0.111111
68,0.809524,0.377778,0.244,0,0.53,0.178,0.47,0.59,0,0.136364,0.0526316,0.1,0,0,0.111111,0.785714,0.4,0.353,0,0.62,0.428,0.63,0.51,0,0,0.0526316,0.3,0,0.428571,0.444444
69,0.833333,0.266667,0.343,0.382,0.53,0.076,0.38,0.68,0,0.181818,0.210526,0.1,0,0,0.444444,0.892857,0.355556,0.332,0.383,0.54,0.026,0.5,0.61,0,0,0,0.1,0.0833333,0.142857,0
70,0.857143,0.355556,0.359,0.508,0.59,0.093,1,0,0,0,0,0,0.166667,0,0.111111,0.880952,0.266667,0.426,0,0.44,0.067,0.33,1,0,0.0454545,0,0,0,0,0
71,0.880952,0.355556,0.449,0.492,0.5,0.225,0.33,1,0,0,0,0.4,0.166667,0,0.111111,0.880952,0.244444,0.405,0.285,0.66,0.143,0.45,0.8,0,0,0.0526316,0.3,0,0,0.111111
72,0.797619,0.266667,0.388,0.411,0.61,0.036,0.25,0.53,0,0,0,0.4,0.0833333,0,0.111111,0.797619,0.288889,0.408,0.377,0.58,0,0.5,0.71,0,0,0,0.1,0,0.142857,0.222222
73,0.952381,0.333333,0.446,0,0.66,0,0,0.85,0,0.136364,0,0.3,0,0,0,0.869048,0.311111,0.477,0,0.61,0.036,0.57,0.84,0,0.227273,0,0.5,0.166667,0,0
74,0.833333,0.377778,0.406,0.444,0.61,0.064,0.18,0.74,0,0.181818,0,0.4,0,0.285714,0.333333,0.892857,0.311111,0.473,0.472,0.55,0,0.33,0.78,0,0.272727,0.105263,0.1,0.0833333,0,0.333333
75,0.892857,0.244444,0.409,0.354,0.51,0,0,0.42,0,0.0909091,0,0.1,0.0833333,0.142857,0.111111,0.928571,0.2,0.265,0.419,0.51,0.993,0.75,0,0,0,0.0526316,0,0.0833333,0,0
76,0.857143,0.355556,0.293,0.317,0.58,0.025,1,0.86,0,0,0,0.2,0,0,0.111111,0.892857,0.333333,0.284,0.296,0.62,0.166,0.44,0.66,0,0.0454545,0,0.1,0.25,0.142857,0.111111
77,0.880952,0.244444,0.277,0.185,0.66,0,0,0,0,0,0,0,0.0833333,0,0,0.880952,0.4,0.358,0,0.43,0,0,0.75,0,0.0454545,0,0,0,0,0
78,0.857143,0.288889,0,0.397,0.57,0,0.4,0.87,0,0,0,0,0,0,0.222222,0.869048,0.222222,0.307,0.202,0.63,0.199,0.38,0.66,0,0.0454545,0.210526,0.2,0.0833333,0.285714,0
79,0.857143,0.444444,0.321,0.434,0.59,0.283,0.6,1,0,0,0,0.1,0.0833333,0,0,0.892857,0.311111,0.542,0.343,0.5,0,0,0.25,0,0,0,0,0,0,0.111111
80,0.880952,0.222222,0,0.607,0.4,0,0.2,0,0,0,0,0,0,0,0.111111,0.845238,0.288889,0.607,0,0.62,0,1,0.8,0,0,0,0.1,0,0,0
81,0.857143,0.311111,0,0.317,0.34,0.064,0.5,0.5,0,0.0454545,0.0526316,0,0,0.142857,0.111111,0.857143,0.4,0.051,0.253,0.44,0,0,0.5,0,0,0,0,0,0.142857,0
82,0.857143,0.333333,0.449,0.474,0.59,0,0,0.4,0,0.0454545,0,0,0,0,0.222222,0.785714,0.2,0.313,0.448,0.48,0.046,0.33,0.4,0,0,0,0.1,0.0833333,0.142857,0
84,0.916667,0.444444,0.372,0.282,0.66,0.018,0.33,0.51,0,0.227273,0,0.1,0.166667,0,0.222222,0.916667,0.355556,0.513,0.256,0.56,0.223,0.36,0.77,0,0.136364,0.105263,0.2,0.166667,0.142857,0
85,0.857143,0.444444,0,0,1,1.25,0.5,0,0,0.0454545,0,0,0,0,0,0.880952,0.222222,0.152,0.479,0.41,0,1,0.5,0,0,0,0,0.166667,0,0
86,0.857143,0.355556,0.171,0.333,0.49,0.172,0.55,0.66,0,0,0.368421,0.1,0.0833333,0,0.222222,0.845238,0.4,0.309,0.305,0.57,0.243,0.38,0.5,0,0.0909091,0.210526,0.4,0.0833333,0,0.222222
87,0.904762,0.311111,0.301,0.285,0.47,0,0,0.46,0,0.136364,0,0.1,0.166667,0.142857,0.111111,0.892857,0.244444,0.527,0.316,0.49,0.262,0.71,0.8,0,0.136364,0,0.1,0,0.285714,0.111111
88,0.952381,0.466667,0.259,0.286,0.44,0.134,0.4,0.65,0,0.363636,0.263158,0.4,0.0833333,0.428571,0.444444,0.880952,0.2,0.539,0.323,0.68,0,0.66,0.75,0,0.0909091,0,0,0,0.142857,0
89,0.904762,0.355556,0,0.225,0.46,0.286,0.39,0.61,0,0.181818,0.157895,0.2,0.0833333,0.428571,0.222222,0.880952,0.444444,0.303,0.291,0.56,0,0.45,0.58,0,0,0,0.1,0,0,0.222222
90,0.880952,0.355556,0.052,0.314,0.37,0,0,0,0,0,0,0,0.0833333,0,0.111111,0.892857,0.422222,0.264,0.501,0.53,0,0,0.14,0,0.0454545,0,0,0,0.285714,0
91,0.892857,0.311111,0,0,0.68,0,0,1,0,0,0,0.1,0,0,0,0.880952,0.333333,0,0.322,0.62,0.195,0.5,0.83,0,0.0454545,0,0,0,0.142857,0.333333
92,0.869048,0.444444,0.291,0.323,0.49,0.132,0.61,0.62,0,0.136364,0.0526316,0,0,0,0.444444,0.880952,0.177778,0,0.069,0.8,0.167,0.83,0.76,0,0,0,0.2,0,0,0.111111
93,0.880952,0.355556,0.333,0.285,0.52,0.051,0.33,0.56,0,0,0,0,0,0,0,0.857143,0.311111,0.465,0.433,0.6,0.071,0.45,0.56,0,0,0.0526316,0.1,0,0.142857,0.222222
94,0.77381,0.488889,0.321,0,0.45,0.083,0.33,0.52,0,0,0,0.4,0.166667,0,0.111111,0.857143,0.288889,0.376,0.201,0.44,0,0,0.66,0,0.0909091,0.0526316,0,0,0,0.111111
95,0.869048,0.244444,0.286,0.241,0.58,0,0.4,0.64,0,0.0909091,0,0.3,0,0.142857,0.111111,0.845238,0.266667,0.441,0.477,0.54,0.135,0.42,0.62,0,0.0454545,0.0526316,0,0,0.142857,0.333333
96,0.845238,0.2,0.358,0.047,0.83,0.467,0.57,0,0,0,0.0526316,0,0,0,0,0.845238,0.222222,0.132,0.263,0.52,0.071,0.5,0.37,0,0,0,0,0,0.285714,0
97,0.845238,0.4,0.309,0.298,0.58,0.118,0.38,0.65,0,0.363636,0,0.6,0.166667,0.285714,1,0.845238,0.266667,0.433,0.313,0.57,0,0.29,0.63,0,0.136364,0,0.3,0.0833333,0,0
98,0.785714,0.244444,0.525,0.361,0.63,0.019,0.33,0.63,0,0,0,0.2,0,0.142857,0.111111,0.75,0.377778,0.222,0.286,0.53,0.353,0.36,0.48,0,0,0.0526316,0.4,0.166667,0,0
99,0.797619,0.266667,0,0.227,0.58,0,0.36,0,0,0,0,0,0,0,0,0.833333,0.244444,0.258,0.283,0.63,0.239,0.43,0.62,0,0,0.105263,0,0,0,0.222222
100,0.77381,0.355556,0.453,0.833,0.62,0,0,0,0,0,0,0,0,0,0.111111,0.809524,0.355556,0,0.601,0.62,0.029,0.5,0.93,0,0,0.0526316,0.2,0,0,0.111111
101,0.833333,0.311111,0.465,0.589,0.56,0.202,0.28,0.75,0,0.0454545,0,0,0,0,0.333333,0.845238,0.244444,0.766,0.572,0.51,0,0.35,0.85,0,0.0454545,0,0,0.166667,0,0
102,0.821429,0.311111,0.349,0.243,0.68,0.264,0.45,0.5,0,0,0.0526316,0.4,0,0.142857,0.111111,0.797619,0.177778,0,0,0.5,0,0,0.66,0,0,0,0,0.0833333,0,0.111111
103,0.845238,0.288889,0.273,0.635,0.47,0.141,0.16,0.5,0,0.0454545,0,0,0.0833333,0.142857,0,0.845238,0.444444,0,0.552,0.59,0,0,0.46,0,0.136364,0,0,0.333333,0,0
104,0.72619,0.266667,0.603,0.771,0.5,0,0,0,0,0,0,0,0.0833333,0,0,0.761905,0.422222,0.588,0,0.65,0.039,0.36,0.73,0,0.0454545,0,0.4,0,0.285714,0.444444
105,0.821429,0.244444,0.388,0.291,0.65,0.085,0.4,0.67,0,0,0,0.8,0.0833333,0.142857,0.333333,0.809524,0.466667,0.267,0,0.62,0,0,0,0,0,0,0,0,0,0.111111
106,0.904762,0.333333,0.279,0.534,0.37,0.261,0.18,0,0,0,0,0,0.166667,0.142857,0,0.904762,0.377778,0.209,0.268,0.46,0.179,0.21,0.5,0,0,0.210526,0,0.25,0.142857,0
107,0.761905,0.466667,0.447,0.428,0.6,0.037,0.2,0.84,0,0.0454545,0,0.2,0.166667,0.142857,0,0.797619,0.422222,0.477,0.342,0.58,0,0.44,0.63,0,0,0,0.2,0,0,0.222222
108,0.904762,0.4,0.025,0.211,0.43,0,0,0.28,0,0,0,0,0,0.142857,0.111111,0.857143,0.177778,0.195,0.373,0.5,0.306,0.36,0,0,0,0.0526316,0.1,0.0833333,0,0
109,0.869048,0.466667,0.434,0.423,0.53,0.121,0.36,0.73,0,0.454545,0.526316,0.9,0.5,0.142857,0.555556,0.833333,0.355556,0.857,0.967,0.54,0,0,0.8,0,0.181818,0,0,0.166667,0,0
110,0.904762,0.555556,0.341,0.384,0.54,0,0.38,0.6,0,0.318182,0.315789,0.2,0.25,0,0.333333,0.916667,0.266667,0.486,0.245,0.44,0.106,0.38,0.52,0,0.136364,0.210526,0,0.0833333,0.428571,0
111,0.928571,0.422222,0.593,0.287,0.56,0.072,0.25,0.9,0,0.136364,0,0,0.25,0,0,0.916667,0.355556,0.566,0.451,0.56,0.128,0.5,0.75,0,0,0,0,0,0,0
112,0.809524,0.422222,0.427,0.213,0.57,0,0,0.6,0,0,0,0.1,0,0,0,0.869048,0.244444,0.226,0.393,0.48,0.179,0.4,1,0,0.0454545,0,0,0,0,0.111111
113,0.940476,0.311111,0.191,0.198,0.53,0,0.44,0.53,0,0,0.263158,0.2,0.0833333,0,0.222222,0.940476,0.444444,0.331,0.357,0.53,0.075,0.38,0.69,0,0.272727,0,0.1,0.25,0,0.111111
114,0.880952,0.177778,0.456,0.241,0.53,0.058,1,0.6,0,0.0454545,0.0526316,0,0,0.142857,0,0.916667,0.377778,0.418,0.289,0.62,0.442,0.57,0.71,0,0.0454545,0.263158,0,0.25,0,0
115,0.928571,0.422222,0.361,0,0.52,0.148,0.61,0.81,0,0.0909091,0,0.2,0.25,0,0.222222,0.916667,0.288889,0.551,0.377,0.57,0.024,0.5,0.88,0,0.0909091,0,0,0,0,0
116,0.797619,0.333333,0.163,0.153,0.61,0,0.3,0.66,0,0,0,0.1,0,0,0,0.785714,0.222222,0.347,0,0.6,0,0.66,0.85,0,0,0,0,0,0,0
117,0.821429,0.266667,0,0.157,0.56,0,0.33,0.75,0,0,0,0.1,0,0,0,0.761905,0.288889,0.333,0.298,0.57,0.125,0.22,0.47,0,0,0,0.2,0,0,0.222222
118,0.857143,0.422222,0.202,0.335,0.48,0.171,0.34,0.33,0,0.0454545,0.210526,0.2,0.0833333,0.142857,0.111111,0.869048,0.311111,0.315,0.271,0.52,0.044,0.25,0.6,0,0,0,0,0,0,0.222222
119,0.809524,0.288889,0.422,0.347,0.53,0.165,0.34,0.3,0,0.136364,0.105263,0.2,0,0.285714,0.333333,0.845238,0.244444,0.228,0.649,0.45,0,0,0,0,0,0,0,0.0833333,0,0.111111
120,0.833333,0.333333,0,0,0.54,0,0,0.4,0,0,0,0,0,0,0.222222,0.845238,0.288889,0.317,0.357,0.54,0,0.6,0.62,0,0,0,0.1,0,0,0.111111
121,0.833333,0.355556,0.411,0.165,0.67,0.535,0.47,0.84,0,0.0909091,0.210526,0.6,0,0,0,0.857143,0.333333,0.551,0.397,0.56,0.155,0.37,0.61,0,0.409091,0.157895,0.5,0.166667,0.285714,0.222222
122,0.833333,0.444444,0.355,0.317,0.5,0.029,0.27,0.59,0,0.181818,0.0526316,0.2,0.0833333,0,0.111111,0.892857,0.4,0.401,0.416,0.6,0.049,0.44,0.8,0,0.318182,0,0.5,0.25,0.285714,0.222222
123,0.833333,0.4,0.274,0,0.57,0.242,0.5,1,0,0,0.157895,0.1,0,0,0.222222,0.833333,0.288889,0,0.076,0.72,0,0.68,0.93,0,0.0454545,0.105263,0.4,0.0833333,0,0
124,0.904762,0.511111,0.245,0.245,0.58,0.123,0.24,0.47,0,0.0909091,0,0.2,0.25,0,0,0.952381,0.288889,0.369,0,0.55,0.705,0.6,0.25,0,0.181818,0,0.3,0.166667,0,0
125,0.869048,0.355556,0.298,0.303,0.64,0.134,0.63,0.88,0,0.227273,0,0.2,0,0,0.222222,0.880952,0.422222,0.519,0,0.61,0.057,0.2,0.7,0,0.136364,0.0526316,0.3,0.0833333,0,0.111111
