Name,f,Unnamed: 0,Name,Record,Height,Weight,Reach,Stance,DoB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,MMA Record,KO/TKO Wins,SUB Wins,U-DEC Wins,M-DEC Wins,S-DEC Wins,KO/TKO Losses,SUB Losses,U-DEC Losses,M-DEC Losses,S-DEC Losses,Total Draws,Total NCs,Age
Jordan Goodwin,1076,1076,Jordan Goodwin,0-0-0,--,155lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Alan Gomez', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.0
Gerard Gordeau,1077,1077,Gerard Gordeau,2/2/00,"6'5""",216lbs.,0.0,Orthodox,"Mar30,1959",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Teila Tuli', 'win', 'KO/TKOKick'), ('Kevin Rosier', 'win', 'KO/TKO'), ('Royce Gracie', 'loss', 'SUBRearNakedChoke')]",0.09090909090909091,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,1.0
Eddie Gordon,1078,1078,Eddie Gordon,8/4/00,"6'0""",185lbs.,0.9047619047619048,Orthodox,"Jul22,1983",0.20299999999999999,0.32,0.257,0.6,0.193,0.83,0.63,0.0,"[('Antonio Carlos Junior', 'loss', 'SUBRearNakedChoke'), ('Chris Dempsey', 'loss', 'S-DEC'), ('Josh Samman', 'loss', 'KO/TKOKick'), ('Dhiego Lima', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.0,0,0,0.08333333333333333,0.14285714285714285,0.0,0,1,1,0,0.4666666666666667
Jared Gordon,1079,1079,Jared Gordon,15-3-0,"5'9""",155lbs.,0.8095238095238095,Orthodox,"Sep06,1988",0.629,0.54,0.381,0.59,0.305,0.39,0.5,0.0,"[('Dan Moret', 'win', 'U-DEC'), ('Joaquim Silva', 'loss', 'KO/TKOPunches'), ('Diego Ferreira', 'loss', 'KO/TKOPunch'), ('Hacran Dias', 'win', 'U-DEC'), ('Michel Quinones', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.2,0,0,0.16666666666666666,0.0,0.0,0,0,0,0,0.35555555555555557
Tebaris Gordon,1080,1080,Tebaris Gordon,3/1/00,"6'1""",265lbs.,0.9285714285714286,Orthodox,"Jul19,1988",0.353,0.16,0.0,0.22,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.35555555555555557
Alex Gorgees,1081,1081,Alex Gorgees,7/1/00,"6'2""",155lbs.,0.8809523809523809,Switch,"Aug11,1995",0.067,0.32,0.227,0.38,0.0,0.0,0.54,0.0,"[('Damir Ismagulov', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.2
Tim Gorman,1082,1082,Tim Gorman,9/4/00,"5'5""",135lbs.,0.8095238095238095,Southpaw,"Apr29,1983",0.273,0.31,0.557,0.46,0.0,0.09,0.33,0.0,"[('Thomas Almeida', 'loss', 'U-DEC'), ('Mitch Gagnon', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.2222222222222222,0,0,0,0,0.4666666666666667
Chase Gormley,1083,1083,Chase Gormley,7-4-0 (1 NC),"6'3""",265lbs.,0.0,Orthodox,--,0.0,0.42,0.603,0.44,0.312,0.42,0.0,0.0,"[('Brendan Schaub', 'loss', 'KO/TKOPunches'), ('Stefan Struve', 'loss', 'SUBTriangleChoke')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.14285714285714285,0.0,0,0,0,0,0.0
Jonathan Goulet,1084,1084,Jonathan Goulet,23-12-0 (1 NC),"6'0""",170lbs.,0.8690476190476191,Orthodox,"Jul13,1979",0.161,0.41,0.0,0.46,0.417,0.7,0.45,0.0,"[('Marcus Davis', 'loss', 'KO/TKOPunches'), ('Mike Swick', 'loss', 'KO/TKOPunch'), ('Kuniyoshi Hironaka', 'win', 'KO/TKOPunch'), ('Paul Georgieff', 'win', 'SUBRearNakedChoke'), ('Dustin Hazelett', 'loss', 'SUBArmbar'), ('Josh Koscheck', 'loss', 'KO/TKOPunches'), ('Luke Cummo', 'win', 'M-DEC'), ('Duane Ludwig', 'loss', 'KO/TKOPunch'), ('Jay Hieron', 'win', 'KO/TKO')]",0.09090909090909091,0.05263157894736842,0.0,1,0,0.3333333333333333,0.14285714285714285,0.0,0,0,0,0,0.5555555555555556
Thibault Gouti,1085,1085,Thibault Gouti,12/5/00,"5'10""",155lbs.,0.8571428571428571,Orthodox,"Feb27,1987",0.368,0.34,0.564,0.5,0.123,0.8,0.83,0.0,"[('Nasrat Haqparast', 'loss', 'U-DEC'), ('Sage Northcutt', 'loss', 'U-DEC'), ('Andrew Holbrook', 'win', 'KO/TKOPunches'), ('Chad Laprise', 'loss', 'KO/TKOPunch'), ('Olivier Aubin-Mercier', 'loss', 'SUBRearNakedChoke'), ('Teemu Packalen', 'loss', 'SUBRearNakedChoke')]",0.045454545454545456,0.0,0.0,0,0,0.08333333333333333,0.2857142857142857,0.2222222222222222,0,0,0,0,0.37777777777777777
Wilson Gouveia,1086,1086,Wilson Gouveia,12/8/00,"6'1""",185lbs.,0.9047619047619048,Orthodox,"Oct03,1978",0.302,0.39,0.40599999999999997,0.56,0.0,0.66,0.57,0.0,"[('Alan Belcher', 'loss', 'KO/TKOPunches'), ('Nate Marquardt', 'loss', 'KO/TKOFlyingKnee'), ('Jason MacDonald', 'win', 'KO/TKOElbow'), ('Ryan Jensen', 'win', 'SUBArmbar'), ('Goran Reljic', 'loss', 'KO/TKOPunch'), ('Jason Lambert', 'win', 'KO/TKOPunch'), ('Carmelo Marrero', 'win', 'SUBGuillotineChoke'), ('Seth Petruzelli', 'win', 'SUBGuillotineChoke'), ('Wes Combs', 'win', 'SUBRearNakedChoke'), ('Keith Jardine', 'loss', 'U-DEC')]",0.09090909090909091,0.21052631578947367,0.0,0,0,0.25,0.0,0.1111111111111111,0,0,0,0,0.5777777777777777
Todd Gouwenberg,1087,1087,Todd Gouwenberg,9/5/00,"6'1""",205lbs.,0.0,Orthodox,"Sep25,1974",0.052000000000000005,0.23,0.29300000000000004,0.42,0.157,0.33,0.5,0.0,"[('Rogerio Nogueira', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.6666666666666666
Hugo Govea,1088,1088,Hugo Govea,0-1-0,--,--,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Adam Antolin', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.0
Justin Governale,1089,1089,Justin Governale,5/5/00,--,145lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Damian Grabowski,1090,1090,Damian Grabowski,20-5-0,"6'1""",241lbs.,0.8928571428571429,Orthodox,"May12,1980",0.0,0.36,0.765,0.51,0.0,0.0,0.0,0.0,"[('Chase Sherman', 'loss', 'U-DEC'), ('Anthony Hamilton', 'loss', 'KO/TKOPunches'), ('Derrick Lewis', 'loss', 'KO/TKOPunch')]",0.0,0.0,0.0,0,0,0.16666666666666666,0.0,0.1111111111111111,0,0,0,0,0.5333333333333333
Royce Gracie,1091,1091,Royce Gracie,14-2-3,"6'1""",175lbs.,0.0,Southpaw,"Dec12,1966",0.088,0.41,0.11299999999999999,0.37,0.0,0.0,0.66,0.0,"[('Kazushi Sakuraba', 'win', 'U-DEC'), ('Matt Hughes', 'loss', 'KO/TKOPunches'), ('Hidehiko Yoshida', 'draw', 'Other'), ('Kazushi Sakuraba', 'loss', 'KO/TKO'), ('Nobuhiko Takada', 'win', 'U-DEC'), ('Ken Shamrock', 'draw', 'Other'), ('Ron van Clief', 'win', 'SUBRearNakedChoke'), ('Keith Hackney', 'win', 'SUBArmbar'), ('Dan Severn', 'win', 'SUBTriangleChoke'), ('Kimo Leopoldo', 'win', 'SUBArmbar'), ('Minoki Ichihara', 'win', 'SUBArmbar'), ('Jason DeLucia', 'win', 'SUBArmbar'), ('Remco Pardoel', 'win', 'SUBGiChoke'), ('Patrick Smith', 'win', 'KO/TKOPunches'), ('Art Jimmerson', 'win', 'SUBOther'), ('Ken Shamrock', 'win', 'SUBRearNakedChoke'), ('Gerard Gordeau', 'win', 'SUBRearNakedChoke')]",0.045454545454545456,0.5263157894736842,0.2,0,0,0.16666666666666666,0.0,0.0,0,0,0,0,0.8444444444444444
Crosley Gracie,1092,1092,Crosley Gracie,2/2/00,"5'9""",190lbs.,0.0,Orthodox,"Jul18,1979",0.16899999999999998,0.37,0.154,0.6,0.346,0.85,0.5,0.0,"[('Akihiro Gono', 'loss', 'U-DEC'), ('Hayato Sakurai', 'win', 'SUBArmbar')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.5555555555555556
Daniel Gracie,1093,1093,Daniel Gracie,5/4/01,"6'2""",225lbs.,0.0,Orthodox,--,0.0,0.38,0.133,0.59,0.036,1.0,0.8,0.0,"[('Wataru Sakata', 'win', 'SUBArmbar'), ('Kazuhiro Nakamura', 'loss', 'U-DEC'), ('Takashi Sugiura', 'win', 'S-DEC')]",0.0,0.05263157894736842,0.0,0,1,0.0,0.0,0.1111111111111111,0,0,0,0,0.0
Ralph Gracie,1094,1094,Ralph Gracie,6/1/00,"5'9""",183lbs.,0.0,Orthodox,--,0.086,0.37,0.172,0.31,0.0,0.0,0.25,0.0,"[('Takanori Gomi', 'loss', 'KO/TKOKnee'), ('Dokonjonosuke Mishima', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Renzo Gracie,1095,1095,Renzo Gracie,14-6-1 (1 NC),"5'10""",185lbs.,0.0,Orthodox,"Mar11,1967",0.17099999999999999,0.41,0.16699999999999998,0.55,0.11299999999999999,0.2,0.4,0.0,"[('Matt Hughes', 'loss', 'KO/TKOPunches'), ('Frank Shamrock', 'win', 'DQ'), ('BJ Penn', 'loss', 'U-DEC'), ('Carlos Newton', 'loss', 'S-DEC'), ('Shungo Oyama', 'loss', 'U-DEC'), ('Michiyoshi Ohara', 'win', 'U-DEC'), ('Dan Henderson', 'loss', 'KO/TKOPunches'), ('Kazushi Sakuraba', 'loss', 'SUBKimura'), ('Alexander Otsuka', 'win', 'U-DEC'), ('Sanae Kikuta', 'win', 'SUBGuillotineChoke'), ('Akira Shoji', 'draw', 'Other')]",0.0,0.05263157894736842,0.2,0,0,0.16666666666666666,0.14285714285714285,0.2222222222222222,0,1,1,0,0.8222222222222222
Rickson Gracie,1096,1096,Rickson Gracie,11-0-0,"5'10""",185lbs.,0.0,Switch,"Nov20,1958",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Nobuhiko Takada', 'win', 'SUBArmbar'), ('Nobuhiko Takada', 'win', 'SUBArmbar')]",0.0,0.10526315789473684,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1.0222222222222221
Rodrigo Gracie,1097,1097,Rodrigo Gracie,6/2/01,"6'0""",183lbs.,0.0,Orthodox,"Apr11,1975",0.134,0.51,0.086,0.46,0.149,0.5,0.75,0.0,"[('BJ Penn', 'loss', 'U-DEC'), ('Hayato Sakurai', 'win', 'U-DEC'), ('Daiju Takase', 'win', 'U-DEC'), ('Yuki Sasaki', 'win', 'U-DEC'), ('Daijiro Matsui', 'win', 'SUBGuillotineChoke')]",0.0,0.05263157894736842,0.3,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.6444444444444445
Royler Gracie,1098,1098,Royler Gracie,5/5/01,"5'8""",150lbs.,0.0,Southpaw,"Dec06,1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Kazushi Sakuraba', 'loss', 'SUBKimura'), ('Yuhi Sano', 'win', 'SUBArmbar')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.8666666666666667
Ryan Gracie,1099,1099,Ryan Gracie,5/2/00,"5'9""",200lbs.,0.0,Orthodox,"Aug14,1974",0.08199999999999999,0.61,0.0,0.4,0.28300000000000003,0.75,0.25,0.0,"[('Yoji Anjo', 'win', 'SUBArmbar'), ('Ikuhisa Minowa', 'win', 'S-DEC'), ('Kazuhiro Hamanaka', 'win', 'KO/TKOKicks'), ('Shungo Oyama', 'win', 'SUBArmbar'), ('Tokimitsu Ishizawa', 'loss', 'KO/TKO'), ('Kazushi Sakuraba', 'loss', 'U-DEC'), ('Tokimitsu Ishizawa', 'win', 'KO/TKOPunches')]",0.09090909090909091,0.10526315789473684,0.0,0,1,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.6666666666666666
Ralek Gracie,1100,1100,Ralek Gracie,3/1/00,"6'2""",210lbs.,0.0,Orthodox,"Oct04,1985",0.161,0.46,0.10500000000000001,0.55,0.0,0.75,0.0,0.0,"[('Kazushi Sakuraba', 'win', 'U-DEC'), ('Alavutdin Gadjiev', 'win', 'SUBArmbar')]",0.0,0.05263157894736842,0.1,0,0,0.0,0.0,0.0,0,0,0,0,0.4222222222222222
Rolles Gracie,1101,1101,Rolles Gracie,5/1/00,"6'4""",242lbs.,0.0,Orthodox,"Jul14,1978",0.0,0.32,0.33799999999999997,0.55,0.0,0.1,0.0,0.0,"[('Joey Beltran', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.5777777777777777
Cesar Gracie,1102,1102,Cesar Gracie,0-1-0,"5'10""",181lbs.,0.0,Orthodox,--,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,"[('Frank Shamrock', 'loss', 'KO/TKOPunch')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Roger Gracie,1103,1103,Roger Gracie,6/2/00,"6'4""",185lbs.,0.9404761904761905,Orthodox,"Sep26,1981",0.178,0.35,0.179,0.61,0.187,0.53,0.6,0.0,"[('Tim Kennedy', 'loss', 'U-DEC'), ('Anthony Smith', 'win', 'SUBArmTriangle'), ('Keith Jardine', 'win', 'U-DEC'), ('Muhammed Lawal', 'loss', 'KO/TKOPunch'), ('Trevor Prangley', 'win', 'SUBRearNakedChoke'), ('Kevin Randleman', 'win', 'SUBRearNakedChoke')]",0.0,0.15789473684210525,0.1,0,0,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.5111111111111111
Igor Gracie,1104,1104,Igor Gracie,4/2/00,"5'11""",170lbs.,0.0,,"Feb04,1980",0.186,0.6,0.099,0.5,0.372,0.5,0.0,0.0,"[('John Salgado', 'win', 'SUBArmTriangle')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.5333333333333333
Neiman Gracie,1105,1105,Neiman Gracie,6-0-0,"6'0""",170lbs.,0.0,,--,0.077,1.0,0.038,0.75,0.577,1.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Kron Gracie,1106,1106,Kron Gracie,5/1/00,"5'9""",145lbs.,0.8333333333333334,Southpaw,"Jul11,1988",0.515,0.41,0.8130000000000001,0.53,0.088,0.25,0.0,0.0,"[('Cub Swanson', 'loss', 'U-DEC'), ('Alex Caceres', 'win', 'SUBRearNakedChoke')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.35555555555555557
Steven Graham,1107,1107,Steven Graham,2/1/00,"6'1""",290lbs.,0.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Dmitri Stepanov', 'win', 'SUBKeylock'), ('Randy Couture', 'loss', 'KO/TKOPunches')]",0.0,0.05263157894736842,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Scott Graham,1108,1108,Scott Graham,3/1/00,"6'4""",185lbs.,0.0,Orthodox,--,0.091,0.42,0.227,0.28,0.0,0.0,0.0,0.0,"[('Drew Dimanlig', 'win', 'U-DEC'), ('Jared Hamman', 'loss', 'KO/TKOPunches'), ('Chris Yee', 'win', 'SUBRearNakedChoke')]",0.0,0.05263157894736842,0.1,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Miranda Granger,1109,1109,Miranda Granger,7-0-0,"5'7""",125lbs.,0.8095238095238095,Orthodox,"Apr13,1992",0.40700000000000003,0.42,0.367,0.66,0.0,0.0,0.0,0.0,"[('Hannah Goldy', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.0,0.0,0.0,0,0,0,0,0.26666666666666666
TJ Grant,1110,1110,TJ Grant,21-5-0,"5'10""",155lbs.,0.8571428571428571,Orthodox,"Feb26,1984",0.395,0.54,0.321,0.56,0.16299999999999998,0.43,0.36,0.0,"[('Gray Maynard', 'win', 'KO/TKOPunches'), ('Matt Wiman', 'win', 'KO/TKOElbows'), ('Evan Dunham', 'win', 'U-DEC'), ('Carlo Prater', 'win', 'U-DEC'), ('Shane Roller', 'win', 'SUBArmbar'), ('Ricardo Almeida', 'loss', 'U-DEC'), ('Julio Paulino', 'win', 'U-DEC'), ('Johny Hendricks', 'loss', 'M-DEC'), ('Kevin Burns', 'win', 'KO/TKOPunch'), ('Dong Hyun Kim', 'loss', 'U-DEC'), ('Ryo Chonan', 'win', 'S-DEC')]",0.13636363636363635,0.05263157894736842,0.3,0,1,0.0,0.0,0.2222222222222222,1,0,0,0,0.4444444444444444
Davey Grant,1111,1111,Davey Grant,10/4/00,"5'8""",135lbs.,0.8214285714285714,,"Dec18,1985",0.0,0.53,0.141,0.68,0.125,0.3,0.64,0.0,"[('Manny Bermudez', 'loss', 'SUBTriangleChoke'), ('Damian Stasiak', 'loss', 'SUBArmbar'), ('Marlon Vera', 'win', 'U-DEC'), ('Chris Holdsworth', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.1,0,0,0.0,0.42857142857142855,0.0,0,0,0,0,0.4222222222222222
Dwight Grant,1112,1112,Dwight Grant,10/2/00,"6'1""",170lbs.,0.9047619047619048,Switch,"Sep14,1984",0.28700000000000003,0.36,0.192,0.71,0.036,1.0,0.78,0.0,"[('Alan Jouban', 'win', 'S-DEC'), ('Carlo Pedersoli', 'win', 'KO/TKOPunch'), ('Zak Ottow', 'loss', 'S-DEC')]",0.045454545454545456,0.0,0.0,0,1,0.0,0.0,0.0,0,1,1,0,0.4444444444444444
Alexa Grasso,1113,1113,Alexa Grasso,11/3/00,"5'5""",115lbs.,0.7857142857142857,Orthodox,"Aug09,1993",0.525,0.41,0.361,0.63,0.019,0.33,0.63,0.0,"[('Carla Esparza', 'loss', 'M-DEC'), ('Karolina Kowalkiewicz', 'win', 'U-DEC'), ('Tatiana Suarez', 'loss', 'SUBRearNakedChoke'), ('Randa Markos', 'win', 'S-DEC'), ('Felice Herrig', 'loss', 'U-DEC'), ('Heather Jo Clark', 'win', 'U-DEC')]",0.0,0.0,0.2,0,1,0.0,0.14285714285714285,0.1111111111111111,1,0,0,0,0.24444444444444444
Tony Gravely,1114,1114,Tony Gravely,18-5-0,"5'5""",135lbs.,0.0,Orthodox,"Sep28,1991",0.595,0.59,0.122,0.66,0.367,0.6,0.66,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.28888888888888886
Michael Graves,1115,1115,Michael Graves,6-0-1,"5'10""",170lbs.,0.8452380952380952,,"Jan08,1991",0.125,0.54,0.147,0.58,0.0,0.52,0.66,0.0,"[('Bojan Velickovic', 'draw', 'M-DEC'), ('Randy Brown', 'win', 'SUBRearNakedChoke'), ('Vicente Luque', 'win', 'U-DEC')]",0.0,0.05263157894736842,0.1,0,0,0.0,0.0,0.0,0,0,0,0,0.28888888888888886
Shelton Graves,1116,1116,Shelton Graves,7/3/00,"6'2""",255lbs.,0.9047619047619048,Southpaw,"Oct23,1985",0.219,0.69,0.081,0.33,0.48600000000000004,0.57,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.4222222222222222
James Gray,1117,1117,James Gray,4/1/00,"5'9""",135lbs.,0.0,Orthodox,"Oct25,1987",0.261,0.5,0.0,0.44,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.37777777777777777
Kevin Gray,1118,1118,Kevin Gray,9/4/00,"5'4""",125lbs.,0.7976190476190477,Orthodox,"May03,1985",0.34500000000000003,0.62,0.44800000000000006,0.66,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.4222222222222222
Sam Greco,1119,1119,Sam Greco,3/1/01,"6'2""",205lbs.,0.0,Orthodox,"May03,1967",0.0,0.75,0.133,0.53,0.0,0.0,0.25,0.0,"[('Lyoto Machida', 'loss', 'S-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,0,0.8222222222222222
Bobby Green,1120,1120,Bobby Green,24-9-1,"5'10""",155lbs.,0.8452380952380952,Orthodox,"Sep09,1986",0.511,0.49,0.387,0.62,0.10300000000000001,0.25,0.75,0.0,"[('Drakkar Klose', 'loss', 'U-DEC'), ('Erik Koch', 'win', 'U-DEC'), ('Lando Vannata', 'draw', 'S-DEC'), ('Rashid Magomedov', 'loss', 'S-DEC'), ('Dustin Poirier', 'loss', 'KO/TKOPunch'), ('Edson Barboza', 'loss', 'U-DEC'), ('Josh Thomson', 'win', 'S-DEC'), ('Pat Healy', 'win', 'U-DEC'), ('James Krause', 'win', 'KO/TKOKick'), ('Jacob Volkmann', 'win', 'SUBRearNakedChoke'), ('Matt Ricehouse', 'win', 'U-DEC'), ('James Terry', 'win', 'S-DEC'), ('James Reese', 'win', 'SUBRearNakedChoke'), ('Charon Spain', 'win', 'SUBArmTriangle'), ('Gesias Cavalcante', 'loss', 'S-DEC'), ('Dan Lauzon', 'loss', 'SUBRearNakedChoke')]",0.045454545454545456,0.15789473684210525,0.3,0,2,0.08333333333333333,0.14285714285714285,0.2222222222222222,0,2,2,0,0.4
Desmond Green,1121,1121,Desmond Green,23-8-0,"5'10""",155lbs.,0.8690476190476191,Southpaw,"Oct11,1989",0.0,0.46,0.251,0.69,0.162,0.5,0.75,0.0,"[('Charles Jourdain', 'win', 'U-DEC'), ('Ross Pearson', 'win', 'KO/TKOPunches'), ('Mairbek Taisumov', 'loss', 'U-DEC'), ('Gleison Tibau', 'win', 'U-DEC'), ('Michel Prazeres', 'loss', 'U-DEC'), ('Rustam Khabilov', 'loss', 'U-DEC'), ('Josh Emmett', 'win', 'S-DEC')]",0.045454545454545456,0.0,0.2,0,1,0.0,0.0,0.3333333333333333,0,0,0,0,0.3333333333333333
Maurice Greene,1122,1122,Maurice Greene,8/3/00,"6'7""",258lbs.,0.9523809523809523,,"Jul05,1986",0.5559999999999999,0.44,0.40700000000000003,0.54,0.0,0.0,0.66,0.0,"[('Junior Albini', 'win', 'KO/TKOPunch'), ('Jeff Hughes', 'win', 'S-DEC'), ('Michel Batista', 'win', 'SUBTriangleChoke')]",0.045454545454545456,0.05263157894736842,0.0,0,1,0.0,0.0,0.0,0,0,0,0,0.4
Matt Grice,1123,1123,Matt Grice,15-5-0,"5'8""",145lbs.,0.8333333333333334,Orthodox,"Jul29,1981",0.409,0.53,0.269,0.56,0.219,0.37,0.82,0.0,"[('Dennis Bermudez', 'loss', 'S-DEC'), ('Leonard Garcia', 'win', 'U-DEC'), ('Ricardo Lamas', 'loss', 'KO/TKOPunches'), ('Shannon Gugerty', 'loss', 'SUBGuillotineChoke'), ('Matt Veach', 'loss', 'KO/TKOPunch'), ('Jason Black', 'win', 'S-DEC'), ('Terry Etim', 'loss', 'SUBGuillotineChoke')]",0.0,0.0,0.1,0,1,0.16666666666666666,0.2857142857142857,0.0,0,1,1,0,0.5111111111111111
Forrest Griffin,1124,1124,Forrest Griffin,19-7-0,"6'3""",205lbs.,0.9166666666666666,Orthodox,"Mar16,1979",0.438,0.36,0.281,0.61,0.10500000000000001,0.48,0.57,0.0,"[('Tito Ortiz', 'win', 'U-DEC'), ('Mauricio Rua', 'loss', 'KO/TKOPunches'), ('Rich Franklin', 'win', 'U-DEC'), ('Tito Ortiz', 'win', 'S-DEC'), ('Anderson Silva', 'loss', 'KO/TKOPunch'), ('Rashad Evans', 'loss', 'KO/TKOPunches'), ('Rampage Jackson', 'win', 'U-DEC'), ('Mauricio Rua', 'win', 'SUBRearNakedChoke'), ('Hector Ramirez', 'win', 'U-DEC'), ('Keith Jardine', 'loss', 'KO/TKOPunches'), ('Stephan Bonnar', 'win', 'U-DEC'), ('Tito Ortiz', 'loss', 'S-DEC'), ('Elvis Sinosic', 'win', 'KO/TKOPunches'), ('Bill Mahood', 'win', 'SUBRearNakedChoke'), ('Stephan Bonnar', 'win', 'U-DEC'), ('Edson Silva', 'win', 'KO/TKOPunch'), ('Jeremy Horn', 'loss', 'KO/TKOKick'), ('Chael Sonnen', 'win', 'SUBTriangleChoke')]",0.09090909090909091,0.15789473684210525,0.6,0,1,0.4166666666666667,0.0,0.0,0,1,1,0,0.5555555555555556
Tyson Griffin,1125,1125,Tyson Griffin,15-6-0,"5'6""",145lbs.,0.8095238095238095,Orthodox,"Apr20,1984",0.371,0.41,0.0,0.65,0.187,0.46,0.59,0.0,"[('Bart Palaszewski', 'loss', 'KO/TKOPunches'), ('Manvel Gamburyan', 'win', 'U-DEC'), ('Nik Lentz', 'loss', 'S-DEC'), ('Takanori Gomi', 'loss', 'KO/TKOPunch'), ('Evan Dunham', 'loss', 'S-DEC'), ('Hermes Franca', 'win', 'KO/TKOPunch'), ('Rafael Dos Anjos', 'win', 'U-DEC'), ('Sean Sherk', 'loss', 'U-DEC'), ('Marcus Aurelio', 'win', 'U-DEC'), ('Gleison Tibau', 'win', 'U-DEC'), ('Thiago Tavares', 'win', 'U-DEC'), ('Clay Guida', 'win', 'S-DEC'), ('Frankie Edgar', 'loss', 'U-DEC'), ('David Lee', 'win', 'SUBRearNakedChoke'), ('Duane Ludwig', 'win', 'KO/TKO')]",0.09090909090909091,0.05263157894736842,0.5,0,1,0.16666666666666666,0.0,0.2222222222222222,0,2,2,0,0.4444444444444444
Max Griffin,1126,1126,Max Griffin,15-7-0,"5'11""",170lbs.,0.9047619047619048,Orthodox,"Nov29,1985",0.422,0.49,0.41100000000000003,0.56,0.189,0.54,0.63,0.0,"[('Alex Morono', 'loss', 'U-DEC'), ('Zelim Imadaev', 'win', 'M-DEC'), ('Thiago Alves', 'loss', 'S-DEC'), ('Curtis Millender', 'loss', 'U-DEC'), ('Mike Perry', 'win', 'U-DEC'), ('Elizeu Zaleski dos Santos', 'loss', 'U-DEC'), ('Erick Montano', 'win', 'KO/TKOPunch'), ('Colby Covington', 'loss', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.1,1,0,0.08333333333333333,0.0,0.3333333333333333,0,1,1,0,0.4222222222222222
Jordan Griffin,1127,1127,Jordan Griffin,17-7-0,"5'10""",145lbs.,0.8690476190476191,Southpaw,"Feb28,1990",0.315,0.46,0.271,0.52,0.044,0.25,0.6,0.0,"[('Chas Skelly', 'loss', 'U-DEC'), ('Dan Ige', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.2222222222222222,0,0,0,0,0.3111111111111111
