Name,f,Unnamed: 0,Name,Record,Height,Weight,Reach,Stance,DoB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,MMA Record,KO/TKO Wins,SUB Wins,U-DEC Wins,M-DEC Wins,S-DEC Wins,KO/TKO Losses,SUB Losses,U-DEC Losses,M-DEC Losses,S-DEC Losses,Total Draws,Total NCs,Age
Din Thomas,3047,3047,Din Thomas,25-8-0 (1 NC),"5'9""",155lbs.,0.0,Orthodox,"Sep28,1976",0.185,0.37,0.0,0.59,0.13799999999999998,0.52,0.76,0.0,"[('Josh Neer', 'loss', 'U-DEC'), ('Kenny Florian', 'loss', 'SUBRearNakedChoke'), ('Jeremy Stephens', 'win', 'SUBArmbar'), ('Clay Guida', 'win', 'U-DEC'), ('Rich Clementi', 'win', 'SUBRearNakedChoke'), ('Matt Serra', 'win', 'S-DEC'), ('Caol Uno', 'loss', 'U-DEC'), ('Fabiano Iha', 'win', 'U-DEC'), ('BJ Penn', 'loss', 'KO/TKOKnee')]",0.0,0.10526315789473684,0.2,0,1,0.08333333333333333,0.14285714285714285,0.2222222222222222,0,0,0,0,0.6222222222222222
Ryan Thomas,3048,3048,Ryan Thomas,12/7/00,"6'0""",170lbs.,0.0,Orthodox,"Nov05,1984",0.20099999999999998,0.36,0.417,0.3,0.5589999999999999,0.33,0.0,0.0,"[('Matt Brown', 'loss', 'SUBArmbar'), ('Ben Saunders', 'loss', 'SUBArmbar')]",0.0,0.0,0.0,0,0,0.0,0.2857142857142857,0.0,0,0,0,0,0.4444444444444444
Noah Thomas,3049,3049,Noah Thomas,14-7-0,"5'9""",135lbs.,0.0,Orthodox,"Mar27,1981",0.044,0.13,0.499,0.33,0.0,0.0,0.0,0.0,"[('Scott Jorgensen', 'loss', 'KO/TKOElbows'), ('Frank Gomez', 'loss', 'SUBArmTriangle')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.14285714285714285,0.0,0,0,0,0,0.5111111111111111
Joel Thomas,3050,3050,Joel Thomas,5/1/00,"5'10""",170lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Treston Thomison,3051,3051,Treston Thomison,10/6/00,"5'8""",145lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Nick Thompson,3052,3052,Nick Thompson,38-14-1,"6'1""",170lbs.,0.8809523809523809,Orthodox,"Jun23,1981",0.187,0.42,0.0,0.49,0.10600000000000001,1.0,0.35,0.0,"[('Tim Kennedy', 'loss', 'KO/TKOPunches'), ('Jake Shields', 'loss', 'SUBGuillotineChoke'), ('Karo Parisyan', 'loss', 'KO/TKOPunches'), ('Keith Wisniewski', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.16666666666666666,0.14285714285714285,0.0,0,0,0,0,0.5111111111111111
James Thompson,3053,3053,James Thompson,16-14-0 (1 NC),"6'5""",265lbs.,0.0,Orthodox,"Dec16,1978",0.513,0.52,0.319,0.41,0.314,0.36,0.53,0.0,"[('Yusuke Kawaguchi', 'loss', 'S-DEC'), ('Alistair Overeem', 'loss', 'SUBGuillotineChoke'), ('Kevin Ferguson', 'loss', 'KO/TKOPunches'), ('Brett Rogers', 'loss', 'KO/TKOPunches'), ('Don Frye', 'win', 'KO/TKOPunches'), ('Hidehiko Yoshida', 'win', 'KO/TKO'), ('Kazuyuki Fujita', 'loss', 'KO/TKOPunch'), ('Paulo Cesar Silva', 'win', 'KO/TKOStomps'), ('Alexandru Lungu', 'win', 'KO/TKOPunches'), ('Henry Miller', 'win', 'KO/TKOPunch'), ('Aleksander Emelianenko', 'loss', 'KO/TKOPunches')]",0.22727272727272727,0.0,0.0,0,0,0.3333333333333333,0.14285714285714285,0.0,0,1,1,0,0.5777777777777777
Oli Thompson,3054,3054,Oli Thompson,9/4/00,"6'1""",242lbs.,0.8928571428571429,Orthodox,"Jan02,1980",0.16599999999999998,0.46,0.5309999999999999,0.46,0.0,0.0,0.5,0.0,"[('Philip De Fries', 'loss', 'SUBOther-Lock'), ('Shawn Jordan', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.14285714285714285,0.0,0,0,0,0,0.5333333333333333
Stephen Thompson,3055,3055,Stephen Thompson,14-4-1,"6'0""",170lbs.,0.8928571428571429,Orthodox,"Feb11,1983",0.352,0.42,0.254,0.6,0.039,0.45,0.78,0.0,"[('Anthony Pettis', 'loss', 'KO/TKOPunch'), ('Darren Till', 'loss', 'U-DEC'), ('Jorge Masvidal', 'win', 'U-DEC'), ('Tyron Woodley', 'loss', 'M-DEC'), ('Tyron Woodley', 'draw', 'M-DEC'), ('Rory MacDonald', 'win', 'U-DEC'), ('Johny Hendricks', 'win', 'KO/TKOPunch'), ('Jake Ellenberger', 'win', 'KO/TKOKick'), ('Patrick Cote', 'win', 'U-DEC'), ('Robert Whittaker', 'win', 'KO/TKOPunches'), ('Chris Clements', 'win', 'KO/TKOPunch'), ('Nah-Shon Burrell', 'win', 'U-DEC'), ('Matt Brown', 'loss', 'U-DEC'), ('Dan Stittgen', 'win', 'KO/TKOKick')]",0.22727272727272727,0.0,0.4,0,0,0.08333333333333333,0.0,0.2222222222222222,1,0,0,0,0.4666666666666667
Josh Thomson,3056,3056,Josh Thomson,21-8-0 (1 NC),"5'10""",155lbs.,0.8452380952380952,Orthodox,"Sep21,1978",0.259,0.47,0.21200000000000002,0.64,0.192,0.39,0.54,0.0,"[('Tony Ferguson', 'loss', 'U-DEC'), ('Bobby Green', 'loss', 'S-DEC'), ('Benson Henderson', 'loss', 'S-DEC'), ('Nate Diaz', 'win', 'KO/TKOKick'), ('Gilbert Melendez', 'loss', 'S-DEC'), ('KJ Noons', 'win', 'U-DEC'), ('Tatsuya Kawajiri', 'loss', 'U-DEC'), ('Gesias Cavalcante', 'win', 'U-DEC'), ('Pat Healy', 'win', 'SUBRearNakedChoke'), ('Gilbert Melendez', 'loss', 'U-DEC'), ('Ashe Bowman', 'win', 'KO/TKOPunches'), ('Gilbert Melendez', 'win', 'U-DEC'), ('Adam Lynn', 'win', 'KO/TKOPunches'), ('Nick Gonzalez', 'win', 'SUBRearNakedChoke'), ('Nam Phan', 'win', 'U-DEC'), ('Duane Ludwig', 'win', 'SUBGuillotineChoke'), ('Harris Sarmiento', 'win', 'SUBArmTriangle'), ('Clay Guida', 'loss', 'U-DEC'), ('Daisuke Sugie', 'win', 'SUBKneebar'), ('Yves Edwards', 'loss', 'KO/TKOKick'), ('Hermes Franca', 'win', 'M-DEC'), ('Gerald Strebendt', 'win', 'KO/TKOPunches'), ('Rob McCullough', 'win', 'U-DEC')]",0.18181818181818182,0.2631578947368421,0.5,1,0,0.08333333333333333,0.0,0.4444444444444444,0,3,3,0,0.5777777777777777
Simeon Thoresen,3057,3057,Simeon Thoresen,17-4-1,"6'1""",170lbs.,0.9404761904761905,Orthodox,"Mar14,1984",0.385,0.43,0.385,0.64,0.11200000000000002,0.4,0.5,0.0,"[('David Mitchell', 'loss', 'U-DEC'), ('Seth Baczynski', 'loss', 'KO/TKOPunch'), ('Besam Yousef', 'win', 'SUBRearNakedChoke')]",0.0,0.05263157894736842,0.0,0,0,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.4444444444444444
Josh Thornburg,3058,3058,Josh Thornburg,7/5/00,"6'0""",170lbs.,0.0,,"May24,1984",0.0,0.5,0.313,0.38,0.0,0.66,0.42,0.0,"[('James Terry', 'loss', 'KO/TKOPunch'), ('Roger Bowling', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.4444444444444444
Gleison Tibau,3059,3059,Gleison Tibau,40-14-0,"5'10""",155lbs.,0.8452380952380952,Southpaw,"Oct07,1983",0.195,0.31,0.251,0.63,0.40800000000000003,0.53,0.92,0.0,"[('Desmond Green', 'loss', 'U-DEC'), ('Islam Makhachev', 'loss', 'KO/TKOPunch'), ('Abel Trujillo', 'loss', 'DQRearNakedChoke'), ('Tony Ferguson', 'loss', 'SUBRearNakedChoke'), ('Norman Parke', 'win', 'S-DEC'), ('Piotr Hallmann', 'win', 'S-DEC'), ('Pat Healy', 'win', 'U-DEC'), ('Michael Johnson', 'loss', 'KO/TKOPunch'), ('Jamie Varner', 'win', 'S-DEC'), ('John Cholish', 'win', 'SUBGuillotineChoke'), ('Evan Dunham', 'loss', 'S-DEC'), ('Francisco Trinaldo', 'win', 'U-DEC'), ('Khabib Nurmagomedov', 'loss', 'U-DEC'), ('Rafael Dos Anjos', 'win', 'S-DEC'), ('Rafaello Oliveira', 'win', 'SUBRearNakedChoke'), ('Kurt Pellegrino', 'win', 'S-DEC'), ('Jim Miller', 'loss', 'U-DEC'), ('Caol Uno', 'win', 'KO/TKOPunches'), ('Josh Neer', 'win', 'U-DEC'), ('Melvin Guillard', 'loss', 'S-DEC'), ('Jeremy Stephens', 'win', 'U-DEC'), ('Rich Clementi', 'win', 'SUBGuillotineChoke'), ('Joe Stevenson', 'loss', 'SUBGuillotineChoke'), ('Tyson Griffin', 'loss', 'U-DEC'), ('Terry Etim', 'win', 'U-DEC'), ('Jeff Cox', 'win', 'SUBArmTriangle'), ('Jason Dent', 'win', 'U-DEC'), ('Nick Diaz', 'loss', 'KO/TKOPunches')]",0.045454545454545456,0.21052631578947367,0.6,0,5,0.25,0.2857142857142857,0.4444444444444444,0,2,2,0,0.4666666666666667
Chris Tickle,3060,3060,Chris Tickle,7/5/00,"5'9""",155lbs.,0.0,,"Feb01,1982",0.10700000000000001,0.4,0.11299999999999999,0.43,0.0,0.25,0.2,0.0,"[('Daron Cruickshank', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.4888888888888889
Nolan Ticman,3061,3061,Nolan Ticman,4/3/00,"5'6""",125lbs.,0.8214285714285714,Orthodox,"May17,1988",0.257,0.47,0.253,0.67,0.0,0.0,0.6,0.0,"[('Yao Zhikui', 'loss', 'S-DEC'), ('Frankie Saenz', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,1,1,0,0.35555555555555557
Darren Till,3062,3062,Darren Till,17-2-1,"6'0""",170lbs.,0.8809523809523809,Southpaw,"Dec24,1992",0.24100000000000002,0.46,0.309,0.6,0.061,0.4,0.83,0.0,"[('Jorge Masvidal', 'loss', 'KO/TKOPunch'), ('Tyron Woodley', 'loss', ""SUBD'ArceChoke""), ('Stephen Thompson', 'win', 'U-DEC'), ('Donald Cerrone', 'win', 'KO/TKOPunch'), ('Bojan Velickovic', 'win', 'U-DEC'), ('Jessin Ayari', 'win', 'U-DEC'), ('Nicolas Dalby', 'draw', 'M-DEC'), ('Wendell Oliveira', 'win', 'KO/TKOElbows')]",0.09090909090909091,0.0,0.3,0,0,0.08333333333333333,0.14285714285714285,0.0,0,0,0,0,0.26666666666666666
Brett Tillis,3063,3063,Brett Tillis,0-0-0,--,145lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Turrell Galloway', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.0
Ryan Tobar,3064,3064,Ryan Tobar,3/3/00,--,155lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Andrew Todhunter,3065,3065,Andrew Todhunter,8-0-0,"6'0""",185lbs.,0.8571428571428571,Switch,"Nov30,1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.37777777777777777
Dusko Todorovic,3066,3066,Dusko Todorovic,8-0-0,"6'1""",185lbs.,0.8809523809523809,Orthodox,"May19,1994",0.0,0.71,0.727,0.38,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.2222222222222222
Hideo Tokoro,3067,3067,Hideo Tokoro,30-25-1,"5'7""",135lbs.,0.0,Orthodox,"Aug22,1977",0.178,0.37,0.20099999999999998,0.65,0.087,0.34,0.44,0.0,"[('Yusup Saadulaev', 'loss', 'KO/TKOSlam'), ('Antonio Banuelos', 'loss', 'S-DEC'), ('Masakazu Imanari', 'win', 'U-DEC'), ('Yoshiro Maeda', 'win', 'KO/TKO'), ('Atsushi Yamamoto', 'win', 'S-DEC'), ('Kazuhisa Watanabe', 'win', 'SUBArmbar'), ('Joachim Hansen', 'loss', 'SUBTriangleChoke'), ('Akiyo Nishiura', 'loss', 'KO/TKOPunch'), ('Jong Man Kim', 'win', 'U-DEC'), ('Hiroyuki Takaya', 'loss', 'KO/TKO'), ('Abel Cullum', 'win', 'SUBRearNakedChoke'), ('Daiki Hata', 'loss', 'U-DEC'), ('Daisuke Nakamura', 'loss', 'SUBArmbar'), ('Atsushi Yamamoto', 'loss', 'U-DEC'), ('Takeshi Yamazaki', 'win', 'U-DEC'), ('Darren Uyenoyama', 'win', 'U-DEC')]",0.045454545454545456,0.10526315789473684,0.4,0,1,0.25,0.2857142857142857,0.2222222222222222,0,1,1,0,0.6
Anatoly Tokov,3068,3068,Anatoly Tokov,25-2-0,"5'10""",185lbs.,0.0,,"Feb17,1990",0.351,0.72,0.054000000000000006,0.66,0.20299999999999999,1.0,1.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.3111111111111111
Kazuki Tokudome,3069,3069,Kazuki Tokudome,12/6/01,"5'11""",155lbs.,0.8690476190476191,Southpaw,"Mar04,1987",0.22599999999999998,0.41,0.363,0.53,0.0,0.38,0.78,0.0,"[('Johnny Case', 'loss', 'SUBGuillotineChoke'), ('Yui Chul Nam', 'loss', 'S-DEC'), ('Norman Parke', 'loss', 'U-DEC'), ('Cristiano Marcello', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.0,0.14285714285714285,0.1111111111111111,0,1,1,0,0.37777777777777777
Tyler Toner,3070,3070,Tyler Toner,12-3-0 (1 NC),"5'8""",145lbs.,0.8333333333333334,Orthodox,"Mar31,1983",0.29500000000000004,0.52,0.213,0.62,0.0,0.0,0.54,0.0,"[('Ian Loveland', 'loss', 'U-DEC'), ('Diego Nunes', 'loss', 'U-DEC'), ('Brandon Visher', 'win', 'KO/TKOPunch'), ('Ricky Johnson', 'win', 'KO/TKOPunches')]",0.09090909090909091,0.0,0.0,0,0,0.0,0.0,0.2222222222222222,0,0,0,0,0.4666666666666667
James Toney,3071,3071,James Toney,0-1-0,"5'9""",220lbs.,0.0,Orthodox,"Aug24,1968",0.0,0.0,0.24100000000000002,0.27,0.0,0.0,0.0,0.0,"[('Randy Couture', 'loss', 'SUBArmTriangle')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.8
Masanori Tonooka,3072,3072,Masanori Tonooka,1/2/00,"5'8""",185lbs.,0.0,Orthodox,--,0.016,0.05,0.10900000000000001,0.36,0.0,0.0,0.0,0.0,"[('Yoshihiro Akiyama', 'loss', 'SUBArmbar')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.0
Carl Toomey,3073,3073,Carl Toomey,3/3/00,--,--,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Yoshihiro Akiyama', 'loss', 'SUBArmbar')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.0
Anthony Torres,3074,3074,Anthony Torres,5/2/00,"5'8""",170lbs.,0.0,Orthodox,"Jul31,1978",0.354,0.48,0.752,0.45,0.0,0.0,1.0,0.0,"[('Jess Liaudin', 'loss', 'KO/TKOPunches'), ('Pat Healy', 'win', 'SUBRearNakedChoke')]",0.0,0.05263157894736842,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.5777777777777777
Miguel Torres,3075,3075,Miguel Torres,39-5-0,"5'9""",135lbs.,0.9047619047619048,Orthodox,"Jan18,1981",0.398,0.43,0.186,0.74,0.0,0.0,0.17,0.0,"[('Michael McDonald', 'loss', 'KO/TKOPunch'), ('Nick Pace', 'win', 'U-DEC'), ('Demetrious Johnson', 'loss', 'U-DEC'), ('Antonio Banuelos', 'win', 'U-DEC'), ('Charlie Valencia', 'win', 'SUBRearNakedChoke'), ('Joseph Benavidez', 'loss', 'SUBGuillotineChoke'), ('Brian Bowles', 'loss', 'KO/TKOPunch'), ('Takeya Mizugaki', 'win', 'U-DEC'), ('Manny Tapia', 'win', 'KO/TKOPunches'), ('Yoshiro Maeda', 'win', 'KO/TKO'), ('Chase Beebe', 'win', 'SUBGuillotineChoke'), ('Jeff Bedard', 'win', 'SUBTriangleChoke')]",0.09090909090909091,0.15789473684210525,0.3,0,0,0.16666666666666666,0.14285714285714285,0.1111111111111111,0,0,0,0,0.5111111111111111
Ronys Torres,3076,3076,Ronys Torres,22-4-0,"5'7""",155lbs.,0.0,Orthodox,"Aug13,1975",0.087,0.26,0.193,0.57,0.0,0.47,0.16,0.0,"[('Jacob Volkmann', 'loss', 'S-DEC'), ('Melvin Guillard', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,1,1,0,0.6444444444444445
Haven Torres,3077,3077,Haven Torres,0-0-0,--,125lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Aaron Trujillo', 'loss', 'KO/TKO')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Tecia Torres,3078,3078,Tecia Torres,10/5/00,"5'1""",115lbs.,0.7142857142857143,Orthodox,"Aug16,1989",0.404,0.47,0.346,0.62,0.067,0.14,0.52,0.0,"[('Marina Rodriguez', 'loss', 'U-DEC'), ('Weili Zhang', 'loss', 'U-DEC'), ('Joanna Jedrzejczyk', 'loss', 'U-DEC'), ('Jessica Andrade', 'loss', 'U-DEC'), ('Michelle Waterson', 'win', 'U-DEC'), ('Juliana Lima', 'win', 'SUBRearNakedChoke'), ('Bec Rawlings', 'win', 'U-DEC'), ('Rose Namajunas', 'loss', 'U-DEC'), ('Jocelyn Jones-Lybarger', 'win', 'U-DEC'), ('Angela Hill', 'win', 'U-DEC'), ('Angela Magana', 'win', 'U-DEC')]",0.0,0.05263157894736842,0.5,0,0,0.0,0.0,0.5555555555555556,0,0,0,0,0.3333333333333333
Alex Torres,3079,3079,Alex Torres,2/2/00,"5'10""",145lbs.,0.8333333333333334,Orthodox,"May29,1988",0.24700000000000003,0.37,0.273,0.69,0.0,0.22,0.5,0.0,"[('Masio Fullen', 'loss', 'S-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,0,0.35555555555555557
Abram Torres,3080,3080,Abram Torres,4/3/00,"5'10""",170lbs.,0.0,,"Oct29,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.4888888888888889
Jose Torres,3081,3081,Jose Torres,8/1/00,"5'4""",125lbs.,0.7738095238095238,Orthodox,"Aug02,1992",0.437,0.36,0.984,0.5,0.128,0.33,0.75,0.0,"[('Alex Perez', 'loss', 'KO/TKOPunches'), ('Jarred Brooks', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.26666666666666666
Desmond Torres,3082,3082,Desmond Torres,7/1/00,"5'6""",135lbs.,0.8214285714285714,Orthodox,"Jan06,1997",0.0,0.64,0.0,0.48,0.0,0.0,1.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.15555555555555556
Salim Touahri,3083,3083,Salim Touahri,10/4/00,"5'10""",170lbs.,0.8571428571428571,Orthodox,"Sep28,1989",0.0,0.46,0.28700000000000003,0.58,0.0,0.0,0.83,0.0,"[('Mickey Gall', 'loss', 'U-DEC'), ('Keita Nakamura', 'loss', 'S-DEC'), ('Warlley Alves', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.2222222222222222,0,1,1,0,0.3333333333333333
Dequan Townsend,3084,3084,Dequan Townsend,21-9-0,"6'3""",205lbs.,0.9404761904761905,Orthodox,"May11,1986",0.122,0.43,0.29900000000000004,0.25,0.0,0.0,0.33,0.0,"[('Dalcha Lungiambula', 'loss', 'KO/TKOPunch')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.4
Minoru Toyonaga,3085,3085,Minoru Toyonaga,2/5/00,"5'11""",195lbs.,0.0,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Egan Inoue', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Roberto Traven,3086,3086,Roberto Traven,6/4/01,"6'3""",227lbs.,0.0,Orthodox,"Sep16,1968",0.092,0.5,0.277,0.57,0.0,0.0,0.0,0.0,"[('Frank Mir', 'loss', 'SUBArmbar'), ('Dave Berry', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.8
Bryan Travers,3087,3087,Bryan Travers,14-3-0,--,155lbs.,0.0,,"Apr11,1983",0.233,0.48,0.393,0.55,0.0,0.28,0.63,0.0,"[('Carlo Prater', 'loss', 'SUBAnacondaChoke'), ('Pat Healy', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.4666666666666667
Alexander Trevino,3088,3088,Alexander Trevino,5/2/00,--,170lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Rico Altamirano', 'loss', 'U-DEC'), ('Isaiah Hill', 'win', 'SUBKeylock'), ('Gennaro Strangis', 'win', 'U-DEC'), ('Eric Jacob', 'win', 'SUBArmbar')]",0.0,0.10526315789473684,0.1,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.0
Francisco Trevino,3089,3089,Francisco Trevino,12/2/00,"5'9""",155lbs.,0.8333333333333334,Orthodox,"Dec17,1981",0.265,0.42,0.242,0.64,0.097,0.22,0.41,0.0,"[('Sage Northcutt', 'loss', 'KO/TKOPunches'), ('Johnny Case', 'loss', 'U-DEC'), ('Renee Forte', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.5111111111111111
Angelo Trevino,3090,3090,Angelo Trevino,7/2/00,"5'11""",170lbs.,0.0,Switch,"Jun10,1993",0.519,0.54,0.0,0.47,0.0,0.0,1.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.24444444444444444
Frank Trigg,3091,3091,Frank Trigg,21-9-0,"5'9""",170lbs.,0.8452380952380952,Southpaw,"May07,1972",0.279,0.46,0.0,0.56,0.23500000000000001,0.47,0.75,0.0,"[('Matt Serra', 'loss', 'KO/TKOPunch'), ('Josh Koscheck', 'loss', 'KO/TKOPunch'), ('Falaniko Vitale', 'win', 'U-DEC'), ('Kazuo Misaki', 'win', 'U-DEC'), ('Georges St-Pierre', 'loss', 'SUBRearNakedChoke'), ('Matt Hughes', 'loss', 'SUBRearNakedChoke'), ('Renato Verissimo', 'win', 'KO/TKOElbows'), ('Dennis Hallman', 'win', 'KO/TKOPunches'), ('Matt Hughes', 'loss', 'SUBRearNakedChoke'), ('Dennis Hallman', 'win', 'KO/TKO'), ('Jason Medina', 'win', 'KO/TKOElbows'), ('Laverne Clark', 'win', 'KO/TKOPunches'), ('Fabiano Iha', 'win', 'KO/TKOPunches')]",0.2727272727272727,0.0,0.2,0,0,0.16666666666666666,0.42857142857142855,0.0,0,0,0,0,0.7111111111111111
Francisco Trinaldo,3092,3092,Francisco Trinaldo,23-7-0,"5'9""",155lbs.,0.8333333333333334,Southpaw,"Aug24,1978",0.316,0.45,0.242,0.61,0.10900000000000001,0.45,0.63,0.0,"[('Alexander Hernandez', 'loss', 'U-DEC'), ('Evan Dunham', 'win', 'KO/TKOKnee'), ('James Vick', 'loss', 'U-DEC'), ('Jim Miller', 'win', 'U-DEC'), ('Kevin Lee', 'loss', 'SUBRearNakedChoke'), ('Paul Felder', 'win', 'KO/TKO'), ('Yancy Medeiros', 'win', 'U-DEC'), ('Ross Pearson', 'win', 'U-DEC'), ('Chad Laprise', 'win', 'KO/TKOPunches'), ('Norman Parke', 'win', 'U-DEC'), ('Akbarh Arreola', 'win', 'U-DEC'), ('Leandro Silva', 'win', 'U-DEC'), ('Michael Chiesa', 'loss', 'U-DEC'), ('Jesse Ronson', 'win', 'S-DEC'), ('Piotr Hallmann', 'loss', 'SUBKimura'), ('Mike Rio', 'win', 'SUBArmTriangle'), ('CJ Keith', 'win', 'SUBArmTriangle'), ('Gleison Tibau', 'loss', 'U-DEC'), ('Delson Heleno', 'win', 'KO/TKOPunches')]",0.18181818181818182,0.10526315789473684,0.6,0,1,0.0,0.2857142857142857,0.4444444444444444,0,0,0,0,0.5777777777777777
Damien Trites,3093,3093,Damien Trites,7/6/00,"5'11""",165lbs.,0.0,,"Aug23,1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.5555555555555556
Michael Trizano,3094,3094,Michael Trizano,9/1/00,"5'11""",155lbs.,0.8452380952380952,Orthodox,"Dec31,1991",0.302,0.53,0.211,0.63,0.0,0.5,0.8,0.0,"[('Grant Dawson', 'loss', 'SUBRearNakedChoke'), ('Luis Pena', 'win', 'S-DEC'), ('Joe Giannetti', 'win', 'S-DEC')]",0.0,0.0,0.0,0,2,0.0,0.14285714285714285,0.0,0,0,0,0,0.28888888888888886
Antonio Trocoli,3095,3095,Antonio Trocoli,11-3-0 (1 NC),"6'5""",205lbs.,0.9761904761904762,Orthodox,"Dec06,1990",0.127,0.71,0.45599999999999996,0.25,0.0,1.0,1.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.3111111111111111
Tor Troeng,3096,3096,Tor Troeng,16-7-1,"6'2""",185lbs.,0.9166666666666666,Orthodox,"Jan25,1983",0.11599999999999999,0.46,0.32599999999999996,0.32,0.062,0.07,0.66,0.0,"[('Krzysztof Jotko', 'loss', 'U-DEC'), ('Trevor Smith', 'loss', 'U-DEC'), ('Rafael Natal', 'loss', 'U-DEC'), ('Adam Cella', 'win', 'SUBRearNakedChoke')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.0,0.3333333333333333,0,0,0,0,0.4666666666666667
Aaron Trujillo,3097,3097,Aaron Trujillo,0-1-0,"5'5""",125lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Haven Torres', 'win', 'KO/TKO')]",0.045454545454545456,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Reynaldo Trujillo,3098,3098,Reynaldo Trujillo,8/7/00,"5'9""",155lbs.,0.0,,"Jan01,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Jose Santibanez', 'win', 'KO/TKO')]",0.045454545454545456,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.4888888888888889
